relation,a,b,c,d
ajanta_ekaranta_fem,kIrti,kIrtIH,truwi,truwIH
ajantra_Rukaranta_masc,aBiyantf,aBiyantAraH,jetf,jetAraH
ajanta_ekaranta_fem,Akfti,Akfte,ASakti,ASakte
ajanta_ekaranta_masc,sAraTi,sAraTInAm,giri,girIRAm
halanta_sakaranta_neu,cetas,cetoByaH,yaSas,yaSoByaH
halanta_sakaranta_neu,payas,payase,yaSas,yaSase
halanta_chakaranta_masc,jalamuc,jalamucam,payomuc,payomucam
ajanta_ukaranta_masc,viDu,viDuH,jagadguru,jagadguruH
ajanta_ekaranta_fem,yuvati,yuvatInAm,mandmati,mandmatInAm
ajanta_ekaranta_masc,kavi,kavInAm,jalaDi,jalaDInAm
ajantra_Rukaranta_masc,BrAtf,BrAtaH,dAtf,dAtaH
ajanta_ekaranta_masc,giri,giriH,brahmarzi,brahmarziH
ajanta_ukaranta_masc,bAhu,bAhum,jantu,jantum
ajanta_ukaranta_masc,taru,taravaH,hanu,hanavaH
halanta_takaranta_neu,dIvyat,dIvyatoH,jagat,jagatoH
halanta_shakaranta_neu,cakzuz,cakzuw,haviz,haviw
ajanta_ukaranta_masc,praBu,praBUn,hindu,hindUn
ajantra_Rukaranta_masc,vetf,vetfBiH,jAmAtf,jAmAtfBiH
ajanta_ekaranta_fem,mati,matInAm,prIti,prItInAm
ajanta_ekaranta_masc,kavi,kavinA,vyADi,vyADinA
ajanta_ekaranta_fem,nIti,nItayaH,paNkti,paNktayaH
halanta_nakaranta_neu,vyoman,vyomasu,dAman,dAmasu
ajanta_ekaranta_fem,prIti,prItyoH,prakfti,prakftyoH
ajanta_ekaranta_fem,truwi,truwayaH,smfti,smftayaH
halanta_nakaranta_masc_1,vivekin,vivekin,balin,balin
ajanta_ekaranta_fem,mUrti,mUrtyoH,varti,vartyoH
ajanta_ekaranta_masc,brahmarzi,brahmarzyoH,kavi,kavyoH
ajanta_ukaranta_fem,reRu,reRuzu,caYcu,caYcuzu
ajanta_ekaranta_masc,pratiniDi,pratiniDiBiH,sAraTi,sAraTiBiH
ajanta_ekaranta_fem,smfti,smftiByAm,truwi,truwiByAm
ajanta_ekaranta_masc,giri,girIRAm,vanaspati,vanaspatInAm
ajanta_ekaranta_masc,atiTi,atiTO,sAraTi,sAraTO
halanta_sakaranta_neu,saras,saroByAm,tapas,tapoByAm
ajanta_ekaranta_masc,vanaspati,vanaspatiByaH,rASi,rASiByaH
halanta_nakaranta_masc_1,guRin,guRinam,Danin,Daninam
ajanta_ekaranta_masc,atiTi,atiTaye,sAraTi,sAraTaye
halanta_takaranta_fem,sarit,saridBiH,yozit,yozidBiH
ajantra_Rukaranta_masc,pitf,pitrA,vetf,vetrA
ajanta_ekaranta_fem,nIti,nItI,prIti,prItI
ajanta_ekaranta_masc,fzi,fzI,rASi,rASI
ajanta_ekaranta_fem,mandmati,mandmatyA,BUmi,BUmyA
ajanta_ukaranta_fem,Denu,DenavaH,reRu,reRavaH
ajanta_ekaranta_fem,mandmati,mandmatizu,rAtri,rAtrizu
ajanta_ekaranta_masc,kavi,kavInAm,brahmarzi,brahmarzIRAm
ajanta_ekaranta_neu,asTi,asTine,akzi,akziRe
ajanta_ekaranta_fem,stuti,stutiByaH,yuvati,yuvatiByaH
ajanta_ekaranta_masc,rASi,rASeH,pratiniDi,pratiniDeH
ajanta_ekaranta_fem,nABi,nABizu,prIti,prItizu
ajanta_ekaranta_masc,ari,ariH,jalaDi,jalaDiH
ajantra_Rukaranta_masc,drazwf,drazwuH,pitf,pituH
ajanta_ekaranta_masc,rASi,rASim,fzi,fzim
ajanta_ekaranta_neu,asTi,asTIni,vAri,vArIRi
halanta_shakaranta_neu,Ayuz,AyuqBiH,cakzuz,cakzuqBiH
ajanta_ukaranta_masc,taru,taruByAm,jantu,jantuByAm
ajanta_ukaranta_masc,bindu,bindoH,izu,izoH
ajantra_Rukaranta_masc,drazwf,drazwArO,trAtf,trAtArO
halanta_nakaranta_masc_1,balin,baliBiH,premin,premiBiH
halanta_nakaranta_neu,sadman,sadmane,preman,premRe
ajanta_ukaranta_masc,krIqApawu,krIqApawo,manu,mano
ajanta_ukaranta_masc,BIru,BIruzu,sADu,sADuzu
ajanta_ukaranta_masc,taru,taravaH,jagadguru,jagadguravaH
ajantra_Rukaranta_masc,jetf,jetaH,trAtf,trAtaH
ajanta_ekaranta_fem,saMskfti,saMskfte,budDi,budDe
ajanta_ekaranta_masc,alI,alyA,aYjali,aYjalinA
ajanta_ekaranta_masc,ravi,raviBiH,ari,ariBiH
ajanta_ukaranta_masc,paNgu,paNguH,guru,guruH
ajanta_ukaranta_masc,sADu,sADum,kfpAlu,kfpAlum
ajantra_Rukaranta_masc,viDAtf,viDAtrA,drazwf,drazwrA
ajanta_ukaranta_masc,vawu,vawUn,krIqApawu,krIqApawUn
ajanta_ekaranta_masc,aYjali,aYjaliByAm,kapi,kapiByAm
halanta_nakaranta_masc_1,balin,balin,mantrin,mantrin
halanta_nakaranta_masc_1,tejasvin,tejasvinA,Danin,DaninA
ajanta_ekaranta_masc,atiTi,atiTiH,giri,giriH
halanta_nakaranta_masc_1,vidyArTin,vidyArTinam,guRin,guRinam
ajantra_Rukaranta_masc,jetf,jetAraH,vetf,vetAraH
ajantra_Rukaranta_masc,dAtf,dAtre,pitf,pitre
halanta_sakaranta_neu,payas,payaHsu,vayas,vayaHsu
ajanta_ukaranta_masc,taru,tarUn,pawu,pawUn
ajanta_ekaranta_fem,mandmati,mandmate,Akfti,Akfte
ajanta_ekaranta_masc,sAraTi,sAraTiBiH,narapati,narapatiBiH
ajanta_ekaranta_fem,varti,varte,stuti,stute
ajanta_ekaranta_fem,rAtri,rAtrIRAm,Bakti,BaktInAm
ajanta_ekaranta_masc,rASi,rASyoH,agni,agnyoH
halanta_sakaranta_neu,manas,manAMsi,vayas,vayAMsi
halanta_nakaranta_masc_1,mantrin,mantriByAm,vAdin,vAdiByAm
ajanta_ekaranta_masc,niDi,niDiByaH,ari,ariByaH
ajanta_ukaranta_masc,pawu,pawuzu,BIru,BIruzu
ajanta_ekaranta_masc,ari,ariByAm,vyADi,vyADiByAm
ajanta_ekaranta_masc,yati,yateH,pratiniDi,pratiniDeH
ajanta_ukaranta_masc,hanu,hanuByaH,paNgu,paNguByaH
ajanta_ukaranta_masc,krIqApawu,krIqApawU,manu,manU
halanta_nakaranta_neu,preman,premRe,dAman,dAmne
ajanta_ekaranta_fem,kuwi,kuwInAm,stuti,stutInAm
ajanta_ekaranta_fem,paNkti,paNktim,Bakti,Baktim
ajanta_ukaranta_masc,Bikzu,BikzO,ripu,ripO
ajanta_ekaranta_masc,rASi,rASizu,pratiniDi,pratiniDizu
ajanta_ekaranta_masc,nfpati,nfpatyoH,BUpati,BUpatyoH
ajanta_ukaranta_masc,vawu,vawuByAm,bindu,binduByAm
ajanta_ekaranta_masc,sAraTi,sAraTiByAm,ravi,raviByAm
ajantra_Rukaranta_masc,pitf,pitfBiH,niyantf,niyantfBiH
ajanta_ekaranta_fem,paNkti,paNktiH,nABi,nABiH
ajanta_ekaranta_masc,ravi,rave,agni,agne
ajanta_ekaranta_masc,rASi,rASiByaH,niDi,niDiByaH
halanta_nakaranta_masc_1,loBin,loBinam,vivekin,vivekinam
ajanta_ekaranta_fem,saMskfti,saMskftiH,veRi,veRiH
ajanta_ekaranta_neu,sakTi,sakTi,akzi,akzi
halanta_takaranta_neu,jagat,jagat,dIvyat,dIvyat
halanta_nakaranta_neu,Sarman,Sarmasu,varman,varmasu
ajantra_Rukaranta_masc,vaktf,vaktrA,kartf,kartrA
ajantra_Rukaranta_masc,vikretf,vikretAram,Batf,BatAram
halanta_sakaranta_neu,tapas,tapaH,vayas,vayaH
ajanta_ekaranta_masc,kavi,kavInAm,asi,asInAm
ajanta_ukaranta_masc,taru,taravaH,izu,izavaH
ajantra_Rukaranta_masc,viDAtf,viDAtFRAm,hantf,hantFRAm
ajantra_Rukaranta_masc,smartf,smartre,pitf,pitre
ajanta_ekaranta_fem,smfti,smftiByaH,mati,matiByaH
ajantra_Rukaranta_masc,vaktf,vaktfBiH,trAtf,trAtfBiH
ajanta_ekaranta_fem,truwi,truwIH,mati,matIH
halanta_sakaranta_neu,vayas,vayasoH,vacas,vacasoH
ajanta_ekaranta_fem,smfti,smfte,ASakti,ASakte
ajantra_Rukaranta_masc,hantf,hantA,Batf,BatA
ajanta_ekaranta_masc,vyADi,vyADiByAm,asi,asiByAm
ajantra_Rukaranta_masc,drazwf,drazwuH,viDAtf,viDAtuH
ajanta_ekaranta_fem,kuwi,kuwInAm,Akfti,AkftInAm
ajanta_ekaranta_masc,ari,ariRA,atiTi,atiTinA
ajanta_ekaranta_fem,mUrti,mUrtayaH,Akfti,AkftayaH
ajanta_ukaranta_masc,bindu,bindUn,jantu,jantUn
ajanta_ukaranta_masc,ripu,ripave,jantu,jantave
ajanta_ukaranta_masc,guru,gurU,jagadguru,jagadgurU
ajanta_ukaranta_masc,manu,manum,bAhu,bAhum
ajanta_ekaranta_masc,BUpati,BUpatO,aYjali,aYjalO
ajanta_ukaranta_fem,karu,karURAm,tanu,tanUnAm
ajanta_ukaranta_masc,praBu,praBoH,taru,taroH
ajanta_ukaranta_masc,kfpAlu,kfpAlunA,jagadguru,jagadguruRA
ajanta_ukaranta_masc,Bikzu,Bikzo,taru,taro
halanta_nakaranta_masc_1,premin,premiRi,loBin,loBini
ajantra_Rukaranta_masc,aBiyantf,aBiyantFn,dAtf,dAtFn
halanta_nakaranta_masc,rAjan,rAjYaH,yuvan,yUnaH
halanta_nakaranta_masc_1,aDikArin,aDikAriRe,vivekin,vivekine
halanta_nakaranta_neu,varman,varmaRe,nAman,nAmne
ajanta_ekaranta_masc,vanaspati,vanaspatI,pratiniDi,pratiniDI
ajanta_ukaranta_masc,Bikzu,BikzvoH,krIqApawu,krIqApawvoH
ajanta_ekaranta_masc,vyADi,vyADyoH,pati,patyoH
ajanta_ekaranta_fem,paNkti,paNktyA,varti,vartyA
halanta_sakaranta_neu,saras,sarasoH,vacas,vacasoH
ajantra_Rukaranta_masc,trAtf,trAtFRAm,BrAtf,BrAtFRAm
ajanta_ukaranta_masc,vawu,vawUn,bindu,bindUn
ajantra_Rukaranta_masc,niyantf,niyantroH,Srotf,SrotroH
ajantra_Rukaranta_masc,smartf,smartArO,vaktf,vaktArO
ajanta_ekaranta_masc,niDi,niDI,nfpati,nfpatI
ajanta_ukaranta_masc,krIqApawu,krIqApawuByAm,guru,guruByAm
ajanta_ekaranta_masc,upADi,upADInAm,nfpati,nfpatInAm
halanta_nakaranta_masc_1,guRin,guRiByAm,tejasvin,tejasviByAm
ajanta_ukaranta_masc,vizRu,vizRunA,sADu,sADunA
ajanta_ekaranta_masc,alI,alIzu,kavi,kavizu
ajanta_ukaranta_masc,pawu,pawU,taru,tarU
ajanta_ukaranta_masc,viDu,viDoH,BAnu,BAnoH
halanta_shakaranta_neu,vapuz,vapuMzi,haviz,haviMzi
ajanta_ekaranta_fem,veRi,veRiByaH,smfti,smftiByaH
ajanta_Ukaranta_fem,yavAgU,yavAgUH,vaDU,vaDUH
ajanta_ukaranta_masc,kfpAlu,kfpAluBiH,sADu,sADuBiH
ajanta_ekaranta_masc,ari,arI,yati,yatI
ajanta_ekaranta_masc,agni,agnaye,pratiniDi,pratiniDaye
ajanta_ekaranta_masc,BUpati,BUpatiBiH,vanaspati,vanaspatiBiH
ajanta_ukaranta_masc,paNgu,paNguH,bAhu,bAhuH
halanta_dakaranta_fem,Sarad,SaradoH,Apad,ApadoH
ajanta_ukaranta_neu,dAru,dArURi,vastu,vastUni
halanta_nakaranta_masc,sudAman,sudAmaByAm,yuvan,yuvaByAm
ajanta_ekaranta_fem,mandmati,mandmatI,Akfti,AkftI
ajanta_ekaranta_masc,upADi,upADyoH,fzi,fzyoH
ajanta_ukaranta_masc,Bikzu,Bikzave,izu,izave
ajanta_ukaranta_masc,jantu,jantUnAm,bAhu,bAhUnAm
ajanta_ekaranta_masc,niDi,niDInAm,vyADi,vyADInAm
ajanta_ekaranta_fem,mandmati,mandmatyA,budDi,budDyA
ajanta_ekaranta_masc,ravi,ravO,giri,girO
halanta_nakaranta_masc_1,Danin,DaninaH,mantrin,mantriRaH
ajanta_ekaranta_masc,vyADi,vyADe,kapi,kape
ajanta_ekaranta_masc,sAraTi,sAraTiBiH,BUpati,BUpatiBiH
ajantra_Rukaranta_fem,mAtf,mAtari,duhitf,duhitari
ajanta_ekaranta_masc,vanaspati,vanaspatiByAm,kapi,kapiByAm
ajanta_ukaranta_fem,Denu,Denuzu,veRu,veRuzu
ajantra_Rukaranta_masc,smartf,smartfByaH,viDAtf,viDAtfByaH
ajantra_Rukaranta_masc,smartf,smartfBiH,dAtf,dAtfBiH
ajanta_ekaranta_fem,saMskfti,saMskftyoH,Cadi,CadyoH
ajanta_ekaranta_masc,narapati,narapatIn,asi,asIn
ajantra_Rukaranta_masc,vaktf,vaktfzu,pitf,pitfzu
ajanta_ekaranta_fem,Bakti,BaktyA,Bfkuwi,BfkuwyA
ajanta_ukaranta_masc,vawu,vawvoH,viDu,viDvoH
ajanta_ekaranta_fem,aNguli,aNgulim,saMskfti,saMskftim
ajanta_ukaranta_masc,BAnu,BAnuH,jagadguru,jagadguruH
ajantra_Rukaranta_masc,drazwf,drazwArO,jAmAtf,jAmAtarO
ajanta_ukaranta_masc,viDu,viDUn,guru,gurUn
ajanta_ukaranta_fem,Denu,DenvoH,hanu,hanvoH
ajanta_ekaranta_masc,nfpati,nfpatyoH,ravi,ravyoH
ajanta_ekaranta_fem,smfti,smftyoH,Bakti,BaktyoH
halanta_nakaranta_neu,janman,janmani,veSman,veSmani
ajanta_ekaranta_masc,upADi,upADInAm,kapi,kapInAm
halanta_takaranta_neu,jagat,jagati,Sakft,Sakfti
ajanta_ekaranta_fem,BUmi,BUmiByAm,Bfkuwi,BfkuwiByAm
ajanta_ukaranta_masc,viDu,viDUn,jantu,jantUn
ajanta_ekaranta_fem,mandmati,mandmatiByAm,Akfti,AkftiByAm
ajanta_ekaranta_masc,ravi,ravizu,kavi,kavizu
ajanta_ekaranta_neu,daDi,daDinA,atiSAyi,atiSAyinA
ajanta_ekaranta_fem,truwi,truwayaH,kfti,kftayaH
ajanta_ekaranta_masc,kapi,kapiH,yati,yatiH
halanta_dakaranta_fem,Apad,Apatsu,saMsad,saMsatsu
ajanta_ukaranta_masc,kfpAlu,kfpAlvoH,paNgu,paNgvoH
ajanta_ukaranta_masc,krIqApawu,krIqApawum,ripu,ripum
ajanta_ekaranta_masc,niDi,niDaye,fzi,fzaye
ajanta_ekaranta_fem,BUmi,BUmyoH,paNkti,paNktyoH
halanta_nakaranta_masc_1,vAdin,vAdizu,mantrin,mantrizu
halanta_dakaranta_fem,saMsad,saMsatsu,Sarad,Saratsu
ajanta_ukaranta_masc,Bikzu,BikzavaH,izu,izavaH
ajanta_ekaranta_masc,nfpati,nfpate,fzi,fze
ajanta_ekaranta_fem,paNkti,paNktayaH,kfti,kftayaH
ajanta_ukaranta_fem,karu,karvA,rajju,rajjvA
ajanta_ekaranta_fem,mati,matim,nABi,nABim
ajanta_ukaranta_masc,praBu,praBURAm,BIru,BIrURAm
ajanta_ekaranta_fem,stuti,stutiByAm,kfti,kftiByAm
ajanta_ekaranta_fem,ASakti,ASaktayaH,nIti,nItayaH
ajanta_Ukaranta_fem,BrU,BrUByaH,vaDU,vaDUByaH
ajanta_ekaranta_masc,aYjali,aYjalim,asi,asim
ajantra_Rukaranta_masc,niyantf,niyantfzu,BrAtf,BrAtfzu
ajantra_Rukaranta_masc,kartf,kartAram,vaktf,vaktAram
ajanta_ekaranta_masc,vanaspati,vanaspatIn,atiTi,atiTIn
ajanta_ukaranta_masc,krIqApawu,krIqApawuByAm,vizRu,vizRuByAm
ajanta_ekaranta_masc,vanaspati,vanaspatim,yati,yatim
ajanta_ekaranta_masc,ravi,ravaye,pratiniDi,pratiniDaye
ajanta_ekaranta_masc,ari,ariBiH,fzi,fziBiH
ajanta_ukaranta_fem,rajju,rajjuBiH,veRu,veRuBiH
ajanta_ukaranta_masc,BIru,BIruH,izu,izuH
ajanta_ekaranta_masc,asi,asyoH,upADi,upADyoH
ajanta_ekaranta_masc,aYjali,aYjaliBiH,jalaDi,jalaDiBiH
halanta_saakaranta_masc,vidvas,vidvAMsam,BUyas,BUyAMsam
ajanta_ekaranta_fem,nIti,nItiByaH,varti,vartiByaH
ajanta_ekaranta_masc,kavi,kavIn,upADi,upADIn
halanta_chakaranta_masc,vArimuc,vArimucam,jalamuc,jalamucam
halanta_nakaranta_masc_1,balin,baliBiH,guRin,guRiBiH
ajanta_ukaranta_neu,dAru,dAruRi,jAnu,jAnuni
ajanta_ukaranta_neu,dAru,dAruRe,vastu,vastune
ajanta_ekaranta_fem,smfti,smftyA,ASakti,ASaktyA
ajanta_ukaranta_masc,bAhu,bAhunA,praBu,praBuRA
halanta_takaranta_fem,sarit,saritA,vidyut,vidyutA
ajanta_ekaranta_fem,budDi,budDim,Bakti,Baktim
halanta_nakaranta_masc_1,vivekin,vivekinO,balin,balinO
ajanta_ukaranta_masc,guru,guroH,praBu,praBoH
halanta_nakaranta_masc_1,mantrin,mantriRaH,vivekin,vivekinaH
ajanta_ukaranta_fem,karu,karuBiH,hanu,hanuBiH
ajanta_ekaranta_masc,narapati,narapatO,sAraTi,sAraTO
halanta_nakaranta_masc_1,balin,balini,vAdin,vAdini
halanta_nakaranta_neu,sAman,sAmnA,Sarman,SarmaRA
ajanta_ekaranta_masc,vyADi,vyADiByAm,jalaDi,jalaDiByAm
ajanta_ekaranta_masc,sAraTi,sAraTim,vanaspati,vanaspatim
ajanta_ekaranta_masc,ravi,raviBiH,kavi,kaviBiH
ajanta_ukaranta_masc,BIru,BIruByaH,jagadguru,jagadguruByaH
ajanta_ekaranta_masc,yati,yatiBiH,pati,patiBiH
ajanta_ekaranta_fem,Cadi,CadiH,saMskfti,saMskftiH
ajanta_ekaranta_fem,prakfti,prakftayaH,Bakti,BaktayaH
ajanta_ekaranta_fem,Akfti,Akftizu,paNkti,paNktizu
ajanta_ekaranta_neu,sakTi,sakTini,akzi,akziRi
ajanta_ekaranta_fem,saMskfti,saMskftiH,smfti,smftiH
halanta_nakaranta_masc_1,premin,premiRA,aDikArin,aDikAriRA
halanta_nakaranta_masc_1,mantrin,mantriBiH,guRin,guRiBiH
ajantra_Rukaranta_masc,trAtf,trAtFn,vikretf,vikretFn
halanta_nakaranta_masc_1,aDikArin,aDikAriRO,mantrin,mantriRO
ajanta_ekaranta_fem,kIrti,kIrtI,Cadi,CadI
ajanta_ekaranta_fem,budDi,budDInAm,mati,matInAm
ajantra_Rukaranta_masc,jetf,jetArO,jAmAtf,jAmAtarO
ajanta_ukaranta_masc,Bikzu,BikzavaH,jagadguru,jagadguravaH
ajanta_ekaranta_masc,ari,ariH,sAraTi,sAraTiH
ajanta_Ukaranta_fem,BU,BUzu,camU,camUzu
ajanta_ukaranta_masc,paNgu,paNguzu,hindu,hinduzu
ajanta_ekaranta_fem,ASakti,ASaktizu,Bfkuwi,Bfkuwizu
ajantra_Rukaranta_masc,jAmAtf,jAmAtroH,smartf,smartroH
ajanta_ekaranta_fem,Bakti,BaktiBiH,veRi,veRiBiH
ajanta_ukaranta_masc,hanu,hanuH,izu,izuH
ajanta_ekaranta_fem,stuti,stutiH,prakfti,prakftiH
ajanta_ekaranta_fem,Akfti,Akftizu,Cadi,Cadizu
ajanta_ekaranta_masc,kavi,kave,pratiniDi,pratiniDe
ajanta_ukaranta_masc,izu,izuzu,BAnu,BAnuzu
ajanta_ukaranta_masc,praBu,praBuH,pawu,pawuH
ajantra_Rukaranta_masc,aBiyantf,aBiyantFRAm,kartf,kartFRAm
ajanta_ukaranta_masc,Bikzu,BikzuByaH,sADu,sADuByaH
ajanta_ekaranta_masc,ari,arizu,nfpati,nfpatizu
ajanta_ekaranta_masc,vyADi,vyADInAm,kapi,kapInAm
ajanta_ekaranta_fem,truwi,truwiH,mUrti,mUrtiH
ajanta_ekaranta_fem,Bfkuwi,Bfkuwizu,budDi,budDizu
ajanta_ukaranta_fem,hanu,hanuBiH,tanu,tanuBiH
ajanta_ukaranta_masc,manu,manavaH,jagadguru,jagadguravaH
ajanta_ekaranta_masc,pratiniDi,pratiniDInAm,rASi,rASInAm
ajanta_ekaranta_fem,kuwi,kuwayaH,BUmi,BUmayaH
halanta_nakaranta_masc_1,yogin,yoginam,tejasvin,tejasvinam
ajanta_ukaranta_masc,bAhu,bAhunA,Bikzu,BikzuRA
halanta_nakaranta_neu,varman,varmasu,vyoman,vyomasu
ajanta_ukaranta_masc,BIru,BIrURAm,kfpAlu,kfpAlUnAm
halanta_sakaranta_neu,cetas,cetasA,vayas,vayasA
halanta_jakaranta_masc,samrAj,samrAqBiH,vanij,vanigBiH
ajanta_ekaranta_masc,pati,pate,sAraTi,sAraTe
halanta_nakaranta_masc_1,premin,premiByaH,hastin,hastiByaH
halanta_nakaranta_masc_1,premin,premiByaH,vivekin,vivekiByaH
ajanta_ekaranta_fem,yuvati,yuvatyA,nIti,nItyA
ajanta_ukaranta_masc,krIqApawu,krIqApawunA,hindu,hindunA
ajanta_ukaranta_masc,paNgu,paNgum,vawu,vawum
halanta_nakaranta_neu,vyoman,vyomAni,DAman,DAmAni
ajanta_ekaranta_fem,aNguli,aNgulyoH,varti,vartyoH
ajanta_ekaranta_masc,jalaDi,jalaDO,kapi,kapO
ajantra_Rukaranta_masc,netf,netuH,trAtf,trAtuH
ajanta_ekaranta_fem,BUmi,BUmI,kuwi,kuwI
ajanta_ekaranta_masc,agni,agnim,kavi,kavim
ajanta_ekaranta_fem,yuvati,yuvate,Akfti,Akfte
ajanta_ekaranta_fem,mandmati,mandmate,rAtri,rAtre
ajanta_ekaranta_masc,vanaspati,vanaspate,kapi,kape
ajanta_ekaranta_masc,brahmarzi,brahmarzyoH,alI,alyoH
ajanta_ekaranta_masc,pati,patIn,vyADi,vyADIn
ajanta_ukaranta_masc,SiSu,SiSunA,manu,manunA
ajanta_ekaranta_fem,ASakti,ASaktI,Bfkuwi,BfkuwI
ajanta_ukaranta_masc,BIru,BIravaH,bAhu,bAhavaH
ajanta_ukaranta_masc,taru,tarave,SiSu,SiSave
halanta_takaranta_fem,yozit,yozidByAm,vidyut,vidyudByAm
ajantra_Rukaranta_masc,netf,netfByAm,aBiyantf,aBiyantfByAm
ajanta_Ukaranta_fem,vaDU,vaDu,putravaDU,putravaDu
halanta_nakaranta_neu,nAman,nAma,Sarman,Sarma
ajanta_ukaranta_masc,viDu,viDuBiH,krIqApawu,krIqApawuBiH
ajantra_Rukaranta_masc,Srotf,SrotfByAm,smartf,smartfByAm
halanta_sakaranta_neu,manas,manasA,vacas,vacasA
ajantra_Rukaranta_masc,jetf,jetAraH,niyantf,niyantAraH
ajanta_ekaranta_masc,asi,asI,vyADi,vyADI
ajantra_Rukaranta_masc,Batf,BatfBiH,aBiyantf,aBiyantfBiH
ajanta_ekaranta_fem,nIti,nItiByAm,kfti,kftiByAm
ajanta_ekaranta_masc,kapi,kapiBiH,kavi,kaviBiH
ajanta_ukaranta_masc,SiSu,SiSUnAm,krIqApawu,krIqApawUnAm
ajanta_ukaranta_fem,hanu,hanvoH,karu,karvoH
halanta_nakaranta_neu,dAman,dAmnoH,DAman,DAmnoH
halanta_nakaranta_masc_1,Danin,DaninO,loBin,loBinO
ajanta_ekaranta_fem,mandmati,mandmatyoH,yuvati,yuvatyoH
ajanta_ukaranta_fem,snAyu,snAyuByaH,veRu,veRuByaH
ajanta_ekaranta_masc,niDi,niDI,BUpati,BUpatI
ajanta_ekaranta_masc,jalaDi,jalaDIn,rASi,rASIn
ajanta_ekaranta_masc,vanaspati,vanaspataye,giri,giraye
ajantra_Rukaranta_masc,vaktf,vaktre,trAtf,trAtre
ajanta_ekaranta_masc,ravi,ravI,ari,arI
ajanta_ekaranta_masc,asi,asinA,alI,alyA
ajanta_ukaranta_masc,SiSu,SiSO,guru,gurO
ajanta_ekaranta_masc,nfpati,nfpatIn,ravi,ravIn
halanta_nakaranta_masc_1,aDikArin,aDikArizu,tapasvin,tapasvizu
ajanta_ukaranta_masc,praBu,praBuByAm,guru,guruByAm
ajantra_Rukaranta_masc,drazwf,drazwfByaH,viDAtf,viDAtfByaH
halanta_takaranta_fem,vidyut,vidyutaH,taqit,taqitaH
ajanta_ekaranta_masc,brahmarzi,brahmarziH,nfpati,nfpatiH
ajantra_Rukaranta_masc,hantf,hantFRAm,BrAtf,BrAtFRAm
ajanta_ukaranta_masc,jagadguru,jagadguro,Bikzu,Bikzo
ajanta_ekaranta_masc,brahmarzi,brahmarziH,sAraTi,sAraTiH
ajanta_ekaranta_masc,narapati,narapatiH,upADi,upADiH
ajanta_ukaranta_masc,manu,manuBiH,pawu,pawuBiH
ajanta_ekaranta_fem,prakfti,prakftyoH,saMskfti,saMskftyoH
ajanta_ekaranta_masc,fzi,fzayaH,niDi,niDayaH
halanta_nakaranta_masc_1,vivekin,vivekinO,tejasvin,tejasvinO
ajanta_ekaranta_masc,yati,yatiByaH,atiTi,atiTiByaH
ajantra_Rukaranta_masc,vetf,vetfBiH,smartf,smartfBiH
ajanta_ekaranta_masc,jalaDi,jalaDayaH,fzi,fzayaH
halanta_nakaranta_masc_1,tapasvin,tapasvinam,Danin,Daninam
ajanta_ekaranta_fem,Akfti,AkftiBiH,Bakti,BaktiBiH
ajanta_ukaranta_masc,paNgu,paNgO,manu,manO
halanta_sakaranta_neu,manas,manoByaH,tapas,tapoByaH
ajanta_ekaranta_fem,mUrti,mUrtiByaH,nIti,nItiByaH
ajantra_Rukaranta_masc,viDAtf,viDAtre,BrAtf,BrAtre
ajanta_ukaranta_masc,manu,manuByaH,jagadguru,jagadguruByaH
ajantra_Rukaranta_masc,hantf,hantroH,jetf,jetroH
ajanta_ukaranta_masc,vawu,vawo,sADu,sADo
ajanta_ekaranta_masc,jalaDi,jalaDiByaH,agni,agniByaH
ajanta_ukaranta_masc,praBu,praBuByAm,vawu,vawuByAm
ajanta_ekaranta_masc,kapi,kapIn,fzi,fzIn
ajanta_ekaranta_masc,rASi,rASe,kavi,kave
ajanta_ukaranta_masc,viDu,viDuByaH,jagadguru,jagadguruByaH
ajanta_ekaranta_fem,nABi,nAByoH,kfti,kftyoH
ajanta_ekaranta_fem,budDi,budDInAm,Bakti,BaktInAm
ajanta_ekaranta_masc,pratiniDi,pratiniDeH,narapati,narapateH
ajanta_ekaranta_fem,prakfti,prakftiH,paNkti,paNktiH
ajanta_ekaranta_fem,Cadi,Cadim,truwi,truwim
ajanta_ekaranta_fem,ASakti,ASaktI,Akfti,AkftI
ajanta_ekaranta_fem,Cadi,CadayaH,yuvati,yuvatayaH
ajanta_ukaranta_masc,taru,tarU,kfpAlu,kfpAlU
ajanta_ekaranta_masc,BUpati,BUpatiH,kavi,kaviH
ajanta_ekaranta_fem,kfti,kfte,rAtri,rAtre
ajanta_ukaranta_masc,izu,izvoH,taru,tarvoH
ajantra_Rukaranta_masc,vikretf,vikretuH,vetf,vetuH
halanta_nakaranta_neu,preman,premaBiH,varman,varmaBiH
ajanta_ekaranta_masc,aYjali,aYjaliByaH,narapati,narapatiByaH
ajanta_ekaranta_masc,atiTi,atiTeH,BUpati,BUpateH
halanta_takaranta_fem,yozit,yozitsu,sarit,saritsu
ajanta_ukaranta_masc,manu,manuH,hindu,hinduH
ajanta_ekaranta_masc,sAraTi,sAraTInAm,agni,agnInAm
halanta_nakaranta_masc_1,yogin,yogin,aDikArin,aDikArin
ajanta_ekaranta_fem,Cadi,Cade,mUrti,mUrte
ajanta_ukaranta_masc,pawu,pawuzu,SiSu,SiSuzu
