relation,a,b,c,d
defeated-victorious,indrajit,lakzmaRa,uttama,Salya
defeated-victorious,indrajit,lakzmaRa,droRA,Dfzwadyumna
defeated-victorious,indrajit,lakzmaRa,jayadrataH,arjuna
defeated-victorious,indrajit,lakzmaRa,duHSAsana,BIma
defeated-victorious,indrajit,lakzmaRa,Sakuni,sahadeva
defeated-victorious,indrajit,lakzmaRa,duryoDana,BIma
defeated-victorious,indrajit,lakzmaRa,vriSketu,vabrUvAhana
defeated-victorious,indrajit,lakzmaRa,kritavarma,satyAkI
defeated-victorious,indrajit,lakzmaRa,BUriSravasa,kritavarma
defeated-victorious,indrajit,lakzmaRa,bAli,rAma
defeated-victorious,indrajit,lakzmaRa,kumBkarna,rAma
defeated-victorious,indrajit,lakzmaRa,vrihadvala,aBimanyu
defeated-victorious,indrajit,lakzmaRa,jambumali,hanumAn
defeated-victorious,indrajit,lakzmaRa,mArica,rAma
defeated-victorious,indrajit,lakzmaRa,triSira,hanumAn
defeated-victorious,indrajit,lakzmaRa,duSan,rAma
defeated-victorious,indrajit,lakzmaRa,irAvan,alamBuSa
defeated-victorious,indrajit,lakzmaRa,alamBuSa,Gawotkaca
defeated-victorious,indrajit,lakzmaRa,anjanaparvana,aSvatTAmA
defeated-victorious,indrajit,lakzmaRa,bakAsura,BIma
defeated-victorious,indrajit,lakzmaRa,jarAsanDa,BIma
defeated-victorious,indrajit,lakzmaRa,kalvakra,balarAm
defeated-victorious,indrajit,lakzmaRa,kicaka,BIma
defeated-victorious,indrajit,lakzmaRa,madanjaya,BIzma
defeated-victorious,indrajit,lakzmaRa,madrasena,yuDizWira
defeated-victorious,indrajit,lakzmaRa,nakuSa,droRA
defeated-victorious,vrihadvala,aBimanyu,karRa,arjuna
defeated-victorious,vrihadvala,aBimanyu,BIzma,sriKanqI
defeated-victorious,vrihadvala,aBimanyu,Salya,yuDizWira
defeated-victorious,vrihadvala,aBimanyu,rAvaRa,rAma
defeated-victorious,vrihadvala,aBimanyu,uttama,Salya
defeated-victorious,vrihadvala,aBimanyu,droRA,Dfzwadyumna
defeated-victorious,vrihadvala,aBimanyu,jayadrataH,arjuna
defeated-victorious,vrihadvala,aBimanyu,duHSAsana,BIma
defeated-victorious,vrihadvala,aBimanyu,Sakuni,sahadeva
defeated-victorious,vrihadvala,aBimanyu,duryoDana,BIma
defeated-victorious,vrihadvala,aBimanyu,vriSketu,vabrUvAhana
defeated-victorious,vrihadvala,aBimanyu,kritavarma,satyAkI
defeated-victorious,vrihadvala,aBimanyu,BUriSravasa,kritavarma
defeated-victorious,vrihadvala,aBimanyu,bAli,rAma
defeated-victorious,vrihadvala,aBimanyu,kumBkarna,rAma
defeated-victorious,vrihadvala,aBimanyu,indrajit,lakzmaRa
defeated-victorious,vrihadvala,aBimanyu,jambumali,hanumAn
defeated-victorious,vrihadvala,aBimanyu,mArica,rAma
defeated-victorious,vrihadvala,aBimanyu,triSira,hanumAn
defeated-victorious,vrihadvala,aBimanyu,duSan,rAma
defeated-victorious,vrihadvala,aBimanyu,irAvan,alamBuSa
defeated-victorious,vrihadvala,aBimanyu,alamBuSa,Gawotkaca
defeated-victorious,vrihadvala,aBimanyu,anjanaparvana,aSvatTAmA
defeated-victorious,vrihadvala,aBimanyu,bakAsura,BIma
defeated-victorious,vrihadvala,aBimanyu,jarAsanDa,BIma
defeated-victorious,vrihadvala,aBimanyu,kalvakra,balarAm
defeated-victorious,vrihadvala,aBimanyu,kicaka,BIma
defeated-victorious,vrihadvala,aBimanyu,madanjaya,BIzma
defeated-victorious,vrihadvala,aBimanyu,madrasena,yuDizWira
defeated-victorious,vrihadvala,aBimanyu,nakuSa,droRA
defeated-victorious,jambumali,hanumAn,karRa,arjuna
defeated-victorious,jambumali,hanumAn,BIzma,sriKanqI
defeated-victorious,jambumali,hanumAn,Salya,yuDizWira
defeated-victorious,jambumali,hanumAn,rAvaRa,rAma
defeated-victorious,jambumali,hanumAn,uttama,Salya
defeated-victorious,jambumali,hanumAn,droRA,Dfzwadyumna
defeated-victorious,jambumali,hanumAn,jayadrataH,arjuna
defeated-victorious,jambumali,hanumAn,duHSAsana,BIma
defeated-victorious,jambumali,hanumAn,Sakuni,sahadeva
defeated-victorious,jambumali,hanumAn,duryoDana,BIma
defeated-victorious,jambumali,hanumAn,vriSketu,vabrUvAhana
defeated-victorious,jambumali,hanumAn,kritavarma,satyAkI
defeated-victorious,jambumali,hanumAn,BUriSravasa,kritavarma
defeated-victorious,jambumali,hanumAn,bAli,rAma
defeated-victorious,jambumali,hanumAn,kumBkarna,rAma
defeated-victorious,jambumali,hanumAn,indrajit,lakzmaRa
defeated-victorious,jambumali,hanumAn,vrihadvala,aBimanyu
defeated-victorious,jambumali,hanumAn,mArica,rAma
defeated-victorious,jambumali,hanumAn,triSira,hanumAn
defeated-victorious,jambumali,hanumAn,duSan,rAma
defeated-victorious,jambumali,hanumAn,irAvan,alamBuSa
defeated-victorious,jambumali,hanumAn,alamBuSa,Gawotkaca
defeated-victorious,jambumali,hanumAn,anjanaparvana,aSvatTAmA
defeated-victorious,jambumali,hanumAn,bakAsura,BIma
defeated-victorious,jambumali,hanumAn,jarAsanDa,BIma
defeated-victorious,jambumali,hanumAn,kalvakra,balarAm
defeated-victorious,jambumali,hanumAn,kicaka,BIma
defeated-victorious,jambumali,hanumAn,madanjaya,BIzma
defeated-victorious,jambumali,hanumAn,madrasena,yuDizWira
defeated-victorious,jambumali,hanumAn,nakuSa,droRA
defeated-victorious,mArica,rAma,karRa,arjuna
defeated-victorious,mArica,rAma,BIzma,sriKanqI
defeated-victorious,mArica,rAma,Salya,yuDizWira
defeated-victorious,mArica,rAma,rAvaRa,rAma
defeated-victorious,mArica,rAma,uttama,Salya
defeated-victorious,mArica,rAma,droRA,Dfzwadyumna
defeated-victorious,mArica,rAma,jayadrataH,arjuna
defeated-victorious,mArica,rAma,duHSAsana,BIma
defeated-victorious,mArica,rAma,Sakuni,sahadeva
defeated-victorious,mArica,rAma,duryoDana,BIma
defeated-victorious,mArica,rAma,vriSketu,vabrUvAhana
defeated-victorious,mArica,rAma,kritavarma,satyAkI
defeated-victorious,mArica,rAma,BUriSravasa,kritavarma
defeated-victorious,mArica,rAma,bAli,rAma
defeated-victorious,mArica,rAma,kumBkarna,rAma
defeated-victorious,mArica,rAma,indrajit,lakzmaRa
defeated-victorious,mArica,rAma,vrihadvala,aBimanyu
defeated-victorious,mArica,rAma,jambumali,hanumAn
defeated-victorious,mArica,rAma,triSira,hanumAn
defeated-victorious,mArica,rAma,duSan,rAma
defeated-victorious,mArica,rAma,irAvan,alamBuSa
defeated-victorious,mArica,rAma,alamBuSa,Gawotkaca
defeated-victorious,mArica,rAma,anjanaparvana,aSvatTAmA
defeated-victorious,mArica,rAma,bakAsura,BIma
defeated-victorious,mArica,rAma,jarAsanDa,BIma
defeated-victorious,mArica,rAma,kalvakra,balarAm
defeated-victorious,mArica,rAma,kicaka,BIma
defeated-victorious,mArica,rAma,madanjaya,BIzma
defeated-victorious,mArica,rAma,madrasena,yuDizWira
defeated-victorious,mArica,rAma,nakuSa,droRA
defeated-victorious,triSira,hanumAn,karRa,arjuna
defeated-victorious,triSira,hanumAn,BIzma,sriKanqI
defeated-victorious,triSira,hanumAn,Salya,yuDizWira
defeated-victorious,triSira,hanumAn,rAvaRa,rAma
defeated-victorious,triSira,hanumAn,uttama,Salya
defeated-victorious,triSira,hanumAn,droRA,Dfzwadyumna
defeated-victorious,triSira,hanumAn,jayadrataH,arjuna
defeated-victorious,triSira,hanumAn,duHSAsana,BIma
defeated-victorious,triSira,hanumAn,Sakuni,sahadeva
defeated-victorious,triSira,hanumAn,duryoDana,BIma
defeated-victorious,triSira,hanumAn,vriSketu,vabrUvAhana
defeated-victorious,triSira,hanumAn,kritavarma,satyAkI
defeated-victorious,triSira,hanumAn,BUriSravasa,kritavarma
defeated-victorious,triSira,hanumAn,bAli,rAma
defeated-victorious,triSira,hanumAn,kumBkarna,rAma
defeated-victorious,triSira,hanumAn,indrajit,lakzmaRa
defeated-victorious,triSira,hanumAn,vrihadvala,aBimanyu
defeated-victorious,triSira,hanumAn,jambumali,hanumAn
defeated-victorious,triSira,hanumAn,mArica,rAma
defeated-victorious,triSira,hanumAn,duSan,rAma
defeated-victorious,triSira,hanumAn,irAvan,alamBuSa
defeated-victorious,triSira,hanumAn,alamBuSa,Gawotkaca
defeated-victorious,triSira,hanumAn,anjanaparvana,aSvatTAmA
defeated-victorious,triSira,hanumAn,bakAsura,BIma
defeated-victorious,triSira,hanumAn,jarAsanDa,BIma
defeated-victorious,triSira,hanumAn,kalvakra,balarAm
defeated-victorious,triSira,hanumAn,kicaka,BIma
defeated-victorious,triSira,hanumAn,madanjaya,BIzma
defeated-victorious,triSira,hanumAn,madrasena,yuDizWira
defeated-victorious,triSira,hanumAn,nakuSa,droRA
defeated-victorious,duSan,rAma,karRa,arjuna
defeated-victorious,duSan,rAma,BIzma,sriKanqI
defeated-victorious,duSan,rAma,Salya,yuDizWira
defeated-victorious,duSan,rAma,rAvaRa,rAma
defeated-victorious,duSan,rAma,uttama,Salya
defeated-victorious,duSan,rAma,droRA,Dfzwadyumna
defeated-victorious,duSan,rAma,jayadrataH,arjuna
defeated-victorious,duSan,rAma,duHSAsana,BIma
defeated-victorious,duSan,rAma,Sakuni,sahadeva
defeated-victorious,duSan,rAma,duryoDana,BIma
defeated-victorious,duSan,rAma,vriSketu,vabrUvAhana
defeated-victorious,duSan,rAma,kritavarma,satyAkI
defeated-victorious,duSan,rAma,BUriSravasa,kritavarma
defeated-victorious,duSan,rAma,bAli,rAma
defeated-victorious,duSan,rAma,kumBkarna,rAma
defeated-victorious,duSan,rAma,indrajit,lakzmaRa
defeated-victorious,duSan,rAma,vrihadvala,aBimanyu
defeated-victorious,duSan,rAma,jambumali,hanumAn
defeated-victorious,duSan,rAma,mArica,rAma
defeated-victorious,duSan,rAma,triSira,hanumAn
defeated-victorious,duSan,rAma,irAvan,alamBuSa
defeated-victorious,duSan,rAma,alamBuSa,Gawotkaca
defeated-victorious,duSan,rAma,anjanaparvana,aSvatTAmA
defeated-victorious,duSan,rAma,bakAsura,BIma
defeated-victorious,duSan,rAma,jarAsanDa,BIma
defeated-victorious,duSan,rAma,kalvakra,balarAm
defeated-victorious,duSan,rAma,kicaka,BIma
defeated-victorious,duSan,rAma,madanjaya,BIzma
defeated-victorious,duSan,rAma,madrasena,yuDizWira
defeated-victorious,duSan,rAma,nakuSa,droRA
defeated-victorious,irAvan,alamBuSa,karRa,arjuna
defeated-victorious,irAvan,alamBuSa,BIzma,sriKanqI
defeated-victorious,irAvan,alamBuSa,Salya,yuDizWira
defeated-victorious,irAvan,alamBuSa,rAvaRa,rAma
defeated-victorious,irAvan,alamBuSa,uttama,Salya
defeated-victorious,irAvan,alamBuSa,droRA,Dfzwadyumna
defeated-victorious,irAvan,alamBuSa,jayadrataH,arjuna
defeated-victorious,irAvan,alamBuSa,duHSAsana,BIma
defeated-victorious,irAvan,alamBuSa,Sakuni,sahadeva
defeated-victorious,irAvan,alamBuSa,duryoDana,BIma
defeated-victorious,irAvan,alamBuSa,vriSketu,vabrUvAhana
defeated-victorious,irAvan,alamBuSa,kritavarma,satyAkI
defeated-victorious,irAvan,alamBuSa,BUriSravasa,kritavarma
defeated-victorious,irAvan,alamBuSa,bAli,rAma
defeated-victorious,irAvan,alamBuSa,kumBkarna,rAma
defeated-victorious,irAvan,alamBuSa,indrajit,lakzmaRa
defeated-victorious,irAvan,alamBuSa,vrihadvala,aBimanyu
defeated-victorious,irAvan,alamBuSa,jambumali,hanumAn
defeated-victorious,irAvan,alamBuSa,mArica,rAma
defeated-victorious,irAvan,alamBuSa,triSira,hanumAn
defeated-victorious,irAvan,alamBuSa,duSan,rAma
defeated-victorious,irAvan,alamBuSa,alamBuSa,Gawotkaca
defeated-victorious,irAvan,alamBuSa,anjanaparvana,aSvatTAmA
defeated-victorious,irAvan,alamBuSa,bakAsura,BIma
defeated-victorious,irAvan,alamBuSa,jarAsanDa,BIma
defeated-victorious,irAvan,alamBuSa,kalvakra,balarAm
defeated-victorious,irAvan,alamBuSa,kicaka,BIma
defeated-victorious,irAvan,alamBuSa,madanjaya,BIzma
defeated-victorious,irAvan,alamBuSa,madrasena,yuDizWira
defeated-victorious,irAvan,alamBuSa,nakuSa,droRA
defeated-victorious,alamBuSa,Gawotkaca,karRa,arjuna
defeated-victorious,alamBuSa,Gawotkaca,BIzma,sriKanqI
defeated-victorious,alamBuSa,Gawotkaca,Salya,yuDizWira
defeated-victorious,alamBuSa,Gawotkaca,rAvaRa,rAma
defeated-victorious,alamBuSa,Gawotkaca,uttama,Salya
defeated-victorious,alamBuSa,Gawotkaca,droRA,Dfzwadyumna
defeated-victorious,alamBuSa,Gawotkaca,jayadrataH,arjuna
defeated-victorious,alamBuSa,Gawotkaca,duHSAsana,BIma
defeated-victorious,alamBuSa,Gawotkaca,Sakuni,sahadeva
defeated-victorious,alamBuSa,Gawotkaca,duryoDana,BIma
defeated-victorious,alamBuSa,Gawotkaca,vriSketu,vabrUvAhana
defeated-victorious,alamBuSa,Gawotkaca,kritavarma,satyAkI
defeated-victorious,alamBuSa,Gawotkaca,BUriSravasa,kritavarma
defeated-victorious,alamBuSa,Gawotkaca,bAli,rAma
defeated-victorious,alamBuSa,Gawotkaca,kumBkarna,rAma
defeated-victorious,alamBuSa,Gawotkaca,indrajit,lakzmaRa
defeated-victorious,alamBuSa,Gawotkaca,vrihadvala,aBimanyu
defeated-victorious,alamBuSa,Gawotkaca,jambumali,hanumAn
defeated-victorious,alamBuSa,Gawotkaca,mArica,rAma
defeated-victorious,alamBuSa,Gawotkaca,triSira,hanumAn
defeated-victorious,alamBuSa,Gawotkaca,duSan,rAma
defeated-victorious,alamBuSa,Gawotkaca,irAvan,alamBuSa
defeated-victorious,alamBuSa,Gawotkaca,anjanaparvana,aSvatTAmA
defeated-victorious,alamBuSa,Gawotkaca,bakAsura,BIma
defeated-victorious,alamBuSa,Gawotkaca,jarAsanDa,BIma
defeated-victorious,alamBuSa,Gawotkaca,kalvakra,balarAm
defeated-victorious,alamBuSa,Gawotkaca,kicaka,BIma
defeated-victorious,alamBuSa,Gawotkaca,madanjaya,BIzma
defeated-victorious,alamBuSa,Gawotkaca,madrasena,yuDizWira
defeated-victorious,alamBuSa,Gawotkaca,nakuSa,droRA
defeated-victorious,anjanaparvana,aSvatTAmA,karRa,arjuna
defeated-victorious,anjanaparvana,aSvatTAmA,BIzma,sriKanqI
defeated-victorious,anjanaparvana,aSvatTAmA,Salya,yuDizWira
defeated-victorious,anjanaparvana,aSvatTAmA,rAvaRa,rAma
defeated-victorious,anjanaparvana,aSvatTAmA,uttama,Salya
defeated-victorious,anjanaparvana,aSvatTAmA,droRA,Dfzwadyumna
defeated-victorious,anjanaparvana,aSvatTAmA,jayadrataH,arjuna
defeated-victorious,anjanaparvana,aSvatTAmA,duHSAsana,BIma
defeated-victorious,anjanaparvana,aSvatTAmA,Sakuni,sahadeva
defeated-victorious,anjanaparvana,aSvatTAmA,duryoDana,BIma
defeated-victorious,anjanaparvana,aSvatTAmA,vriSketu,vabrUvAhana
defeated-victorious,anjanaparvana,aSvatTAmA,kritavarma,satyAkI
defeated-victorious,anjanaparvana,aSvatTAmA,BUriSravasa,kritavarma
defeated-victorious,anjanaparvana,aSvatTAmA,bAli,rAma
defeated-victorious,anjanaparvana,aSvatTAmA,kumBkarna,rAma
defeated-victorious,anjanaparvana,aSvatTAmA,indrajit,lakzmaRa
defeated-victorious,anjanaparvana,aSvatTAmA,vrihadvala,aBimanyu
defeated-victorious,anjanaparvana,aSvatTAmA,jambumali,hanumAn
defeated-victorious,anjanaparvana,aSvatTAmA,mArica,rAma
defeated-victorious,anjanaparvana,aSvatTAmA,triSira,hanumAn
defeated-victorious,anjanaparvana,aSvatTAmA,duSan,rAma
defeated-victorious,anjanaparvana,aSvatTAmA,irAvan,alamBuSa
defeated-victorious,anjanaparvana,aSvatTAmA,alamBuSa,Gawotkaca
defeated-victorious,anjanaparvana,aSvatTAmA,bakAsura,BIma
defeated-victorious,anjanaparvana,aSvatTAmA,jarAsanDa,BIma
defeated-victorious,anjanaparvana,aSvatTAmA,kalvakra,balarAm
defeated-victorious,anjanaparvana,aSvatTAmA,kicaka,BIma
defeated-victorious,anjanaparvana,aSvatTAmA,madanjaya,BIzma
defeated-victorious,anjanaparvana,aSvatTAmA,madrasena,yuDizWira
defeated-victorious,anjanaparvana,aSvatTAmA,nakuSa,droRA
defeated-victorious,bakAsura,BIma,karRa,arjuna
defeated-victorious,bakAsura,BIma,BIzma,sriKanqI
defeated-victorious,bakAsura,BIma,Salya,yuDizWira
defeated-victorious,bakAsura,BIma,rAvaRa,rAma
defeated-victorious,bakAsura,BIma,uttama,Salya
defeated-victorious,bakAsura,BIma,droRA,Dfzwadyumna
defeated-victorious,bakAsura,BIma,jayadrataH,arjuna
defeated-victorious,bakAsura,BIma,duHSAsana,BIma
defeated-victorious,bakAsura,BIma,Sakuni,sahadeva
defeated-victorious,bakAsura,BIma,duryoDana,BIma
defeated-victorious,bakAsura,BIma,vriSketu,vabrUvAhana
defeated-victorious,bakAsura,BIma,kritavarma,satyAkI
defeated-victorious,bakAsura,BIma,BUriSravasa,kritavarma
defeated-victorious,bakAsura,BIma,bAli,rAma
defeated-victorious,bakAsura,BIma,kumBkarna,rAma
defeated-victorious,bakAsura,BIma,indrajit,lakzmaRa
defeated-victorious,bakAsura,BIma,vrihadvala,aBimanyu
defeated-victorious,bakAsura,BIma,jambumali,hanumAn
defeated-victorious,bakAsura,BIma,mArica,rAma
defeated-victorious,bakAsura,BIma,triSira,hanumAn
defeated-victorious,bakAsura,BIma,duSan,rAma
defeated-victorious,bakAsura,BIma,irAvan,alamBuSa
defeated-victorious,bakAsura,BIma,alamBuSa,Gawotkaca
defeated-victorious,bakAsura,BIma,anjanaparvana,aSvatTAmA
defeated-victorious,bakAsura,BIma,jarAsanDa,BIma
defeated-victorious,bakAsura,BIma,kalvakra,balarAm
defeated-victorious,bakAsura,BIma,kicaka,BIma
defeated-victorious,bakAsura,BIma,madanjaya,BIzma
defeated-victorious,bakAsura,BIma,madrasena,yuDizWira
defeated-victorious,bakAsura,BIma,nakuSa,droRA
defeated-victorious,jarAsanDa,BIma,karRa,arjuna
defeated-victorious,jarAsanDa,BIma,BIzma,sriKanqI
defeated-victorious,jarAsanDa,BIma,Salya,yuDizWira
defeated-victorious,jarAsanDa,BIma,rAvaRa,rAma
defeated-victorious,jarAsanDa,BIma,uttama,Salya
defeated-victorious,jarAsanDa,BIma,droRA,Dfzwadyumna
defeated-victorious,jarAsanDa,BIma,jayadrataH,arjuna
defeated-victorious,jarAsanDa,BIma,duHSAsana,BIma
defeated-victorious,jarAsanDa,BIma,Sakuni,sahadeva
defeated-victorious,jarAsanDa,BIma,duryoDana,BIma
defeated-victorious,jarAsanDa,BIma,vriSketu,vabrUvAhana
defeated-victorious,jarAsanDa,BIma,kritavarma,satyAkI
defeated-victorious,jarAsanDa,BIma,BUriSravasa,kritavarma
defeated-victorious,jarAsanDa,BIma,bAli,rAma
defeated-victorious,jarAsanDa,BIma,kumBkarna,rAma
defeated-victorious,jarAsanDa,BIma,indrajit,lakzmaRa
defeated-victorious,jarAsanDa,BIma,vrihadvala,aBimanyu
defeated-victorious,jarAsanDa,BIma,jambumali,hanumAn
defeated-victorious,jarAsanDa,BIma,mArica,rAma
defeated-victorious,jarAsanDa,BIma,triSira,hanumAn
defeated-victorious,jarAsanDa,BIma,duSan,rAma
defeated-victorious,jarAsanDa,BIma,irAvan,alamBuSa
defeated-victorious,jarAsanDa,BIma,alamBuSa,Gawotkaca
defeated-victorious,jarAsanDa,BIma,anjanaparvana,aSvatTAmA
defeated-victorious,jarAsanDa,BIma,bakAsura,BIma
defeated-victorious,jarAsanDa,BIma,kalvakra,balarAm
defeated-victorious,jarAsanDa,BIma,kicaka,BIma
defeated-victorious,jarAsanDa,BIma,madanjaya,BIzma
defeated-victorious,jarAsanDa,BIma,madrasena,yuDizWira
defeated-victorious,jarAsanDa,BIma,nakuSa,droRA
defeated-victorious,kalvakra,balarAm,karRa,arjuna
defeated-victorious,kalvakra,balarAm,BIzma,sriKanqI
defeated-victorious,kalvakra,balarAm,Salya,yuDizWira
defeated-victorious,kalvakra,balarAm,rAvaRa,rAma
defeated-victorious,kalvakra,balarAm,uttama,Salya
defeated-victorious,kalvakra,balarAm,droRA,Dfzwadyumna
defeated-victorious,kalvakra,balarAm,jayadrataH,arjuna
defeated-victorious,kalvakra,balarAm,duHSAsana,BIma
defeated-victorious,kalvakra,balarAm,Sakuni,sahadeva
defeated-victorious,kalvakra,balarAm,duryoDana,BIma
defeated-victorious,kalvakra,balarAm,vriSketu,vabrUvAhana
defeated-victorious,kalvakra,balarAm,kritavarma,satyAkI
defeated-victorious,kalvakra,balarAm,BUriSravasa,kritavarma
defeated-victorious,kalvakra,balarAm,bAli,rAma
defeated-victorious,kalvakra,balarAm,kumBkarna,rAma
defeated-victorious,kalvakra,balarAm,indrajit,lakzmaRa
defeated-victorious,kalvakra,balarAm,vrihadvala,aBimanyu
defeated-victorious,kalvakra,balarAm,jambumali,hanumAn
defeated-victorious,kalvakra,balarAm,mArica,rAma
defeated-victorious,kalvakra,balarAm,triSira,hanumAn
defeated-victorious,kalvakra,balarAm,duSan,rAma
defeated-victorious,kalvakra,balarAm,irAvan,alamBuSa
defeated-victorious,kalvakra,balarAm,alamBuSa,Gawotkaca
defeated-victorious,kalvakra,balarAm,anjanaparvana,aSvatTAmA
defeated-victorious,kalvakra,balarAm,bakAsura,BIma
defeated-victorious,kalvakra,balarAm,jarAsanDa,BIma
defeated-victorious,kalvakra,balarAm,kicaka,BIma
defeated-victorious,kalvakra,balarAm,madanjaya,BIzma
defeated-victorious,kalvakra,balarAm,madrasena,yuDizWira
defeated-victorious,kalvakra,balarAm,nakuSa,droRA
defeated-victorious,kicaka,BIma,karRa,arjuna
defeated-victorious,kicaka,BIma,BIzma,sriKanqI
defeated-victorious,kicaka,BIma,Salya,yuDizWira
defeated-victorious,kicaka,BIma,rAvaRa,rAma
defeated-victorious,kicaka,BIma,uttama,Salya
defeated-victorious,kicaka,BIma,droRA,Dfzwadyumna
defeated-victorious,kicaka,BIma,jayadrataH,arjuna
defeated-victorious,kicaka,BIma,duHSAsana,BIma
defeated-victorious,kicaka,BIma,Sakuni,sahadeva
defeated-victorious,kicaka,BIma,duryoDana,BIma
defeated-victorious,kicaka,BIma,vriSketu,vabrUvAhana
defeated-victorious,kicaka,BIma,kritavarma,satyAkI
defeated-victorious,kicaka,BIma,BUriSravasa,kritavarma
defeated-victorious,kicaka,BIma,bAli,rAma
defeated-victorious,kicaka,BIma,kumBkarna,rAma
defeated-victorious,kicaka,BIma,indrajit,lakzmaRa
defeated-victorious,kicaka,BIma,vrihadvala,aBimanyu
defeated-victorious,kicaka,BIma,jambumali,hanumAn
defeated-victorious,kicaka,BIma,mArica,rAma
defeated-victorious,kicaka,BIma,triSira,hanumAn
defeated-victorious,kicaka,BIma,duSan,rAma
defeated-victorious,kicaka,BIma,irAvan,alamBuSa
defeated-victorious,kicaka,BIma,alamBuSa,Gawotkaca
defeated-victorious,kicaka,BIma,anjanaparvana,aSvatTAmA
defeated-victorious,kicaka,BIma,bakAsura,BIma
defeated-victorious,kicaka,BIma,jarAsanDa,BIma
defeated-victorious,kicaka,BIma,kalvakra,balarAm
defeated-victorious,kicaka,BIma,madanjaya,BIzma
defeated-victorious,kicaka,BIma,madrasena,yuDizWira
defeated-victorious,kicaka,BIma,nakuSa,droRA
defeated-victorious,madanjaya,BIzma,karRa,arjuna
defeated-victorious,madanjaya,BIzma,BIzma,sriKanqI
defeated-victorious,madanjaya,BIzma,Salya,yuDizWira
defeated-victorious,madanjaya,BIzma,rAvaRa,rAma
defeated-victorious,madanjaya,BIzma,uttama,Salya
defeated-victorious,madanjaya,BIzma,droRA,Dfzwadyumna
defeated-victorious,madanjaya,BIzma,jayadrataH,arjuna
defeated-victorious,madanjaya,BIzma,duHSAsana,BIma
defeated-victorious,madanjaya,BIzma,Sakuni,sahadeva
defeated-victorious,madanjaya,BIzma,duryoDana,BIma
defeated-victorious,madanjaya,BIzma,vriSketu,vabrUvAhana
defeated-victorious,madanjaya,BIzma,kritavarma,satyAkI
defeated-victorious,madanjaya,BIzma,BUriSravasa,kritavarma
defeated-victorious,madanjaya,BIzma,bAli,rAma
defeated-victorious,madanjaya,BIzma,kumBkarna,rAma
defeated-victorious,madanjaya,BIzma,indrajit,lakzmaRa
defeated-victorious,madanjaya,BIzma,vrihadvala,aBimanyu
defeated-victorious,madanjaya,BIzma,jambumali,hanumAn
defeated-victorious,madanjaya,BIzma,mArica,rAma
defeated-victorious,madanjaya,BIzma,triSira,hanumAn
defeated-victorious,madanjaya,BIzma,duSan,rAma
defeated-victorious,madanjaya,BIzma,irAvan,alamBuSa
defeated-victorious,madanjaya,BIzma,alamBuSa,Gawotkaca
defeated-victorious,madanjaya,BIzma,anjanaparvana,aSvatTAmA
defeated-victorious,madanjaya,BIzma,bakAsura,BIma
defeated-victorious,madanjaya,BIzma,jarAsanDa,BIma
defeated-victorious,madanjaya,BIzma,kalvakra,balarAm
defeated-victorious,madanjaya,BIzma,kicaka,BIma
defeated-victorious,madanjaya,BIzma,madrasena,yuDizWira
defeated-victorious,madanjaya,BIzma,nakuSa,droRA
defeated-victorious,madrasena,yuDizWira,karRa,arjuna
defeated-victorious,madrasena,yuDizWira,BIzma,sriKanqI
defeated-victorious,madrasena,yuDizWira,Salya,yuDizWira
defeated-victorious,madrasena,yuDizWira,rAvaRa,rAma
defeated-victorious,madrasena,yuDizWira,uttama,Salya
defeated-victorious,madrasena,yuDizWira,droRA,Dfzwadyumna
defeated-victorious,madrasena,yuDizWira,jayadrataH,arjuna
defeated-victorious,madrasena,yuDizWira,duHSAsana,BIma
defeated-victorious,madrasena,yuDizWira,Sakuni,sahadeva
defeated-victorious,madrasena,yuDizWira,duryoDana,BIma
defeated-victorious,madrasena,yuDizWira,vriSketu,vabrUvAhana
defeated-victorious,madrasena,yuDizWira,kritavarma,satyAkI
defeated-victorious,madrasena,yuDizWira,BUriSravasa,kritavarma
defeated-victorious,madrasena,yuDizWira,bAli,rAma
defeated-victorious,madrasena,yuDizWira,kumBkarna,rAma
defeated-victorious,madrasena,yuDizWira,indrajit,lakzmaRa
defeated-victorious,madrasena,yuDizWira,vrihadvala,aBimanyu
defeated-victorious,madrasena,yuDizWira,jambumali,hanumAn
defeated-victorious,madrasena,yuDizWira,mArica,rAma
defeated-victorious,madrasena,yuDizWira,triSira,hanumAn
defeated-victorious,madrasena,yuDizWira,duSan,rAma
defeated-victorious,madrasena,yuDizWira,irAvan,alamBuSa
defeated-victorious,madrasena,yuDizWira,alamBuSa,Gawotkaca
defeated-victorious,madrasena,yuDizWira,anjanaparvana,aSvatTAmA
defeated-victorious,madrasena,yuDizWira,bakAsura,BIma
defeated-victorious,madrasena,yuDizWira,jarAsanDa,BIma
defeated-victorious,madrasena,yuDizWira,kalvakra,balarAm
defeated-victorious,madrasena,yuDizWira,kicaka,BIma
defeated-victorious,madrasena,yuDizWira,madanjaya,BIzma
defeated-victorious,madrasena,yuDizWira,nakuSa,droRA
defeated-victorious,nakuSa,droRA,karRa,arjuna
defeated-victorious,nakuSa,droRA,BIzma,sriKanqI
defeated-victorious,nakuSa,droRA,Salya,yuDizWira
defeated-victorious,nakuSa,droRA,rAvaRa,rAma
defeated-victorious,nakuSa,droRA,uttama,Salya
defeated-victorious,nakuSa,droRA,droRA,Dfzwadyumna
defeated-victorious,nakuSa,droRA,jayadrataH,arjuna
